_id,content,title
60c70e42e385e463739ed53b,"Many from the sports fraternity took to social media to pray for Denmark's Christian Eriksen after he collapsed on the pitch during the first half of Euro 2020 match between Denmark and Finland.","''You Will Be Fine'': From Cristiano Ronaldo To Sourav Ganguly, Sports Fraternity Prays For Christian Eriksen"
61ff74b535781911e3085ce3,"Cristiano Ronaldo turned 37 on February 5, 2022 while the Manchester United and Portuguese star continues to play at the highest level of football. Ronaldo celebrated his day with his family amid the comfort of his people after a bitter FA Cup exit with ...","'37 and Counting': Cristiano Ronaldo Celebrates Birthday with Partner Georgina Rodriguez"
620660a3e8614931f1946d0e,"The Manchester United superstar opted to make use of his private sauna on Wednesday night, and began to stream on the popular social media platform.","'400 million Instagram followers and he STILL doesn't know how it works': Cristiano Ronaldo confuses fans - and Rio Ferdinand - with bizarre live stream of himself sitting ..."
61aa8838b4c62e14eaefc5c8,"The Manchester United star became the first male or female professional footballer in history to score 800 competitive goals after netting Man United's second goal in their win against Arsenal.","'801 and still counting!': Man United star Cristiano Ronaldo hails his OWN goalscoring landmark in Twitter video... with brace against Arsenal making him the FIRST footballer ..."
60b9d3e499dcc858544f4881,The Portuguese superstar has been dubbed a genius over how he approached his time at Manchester United despite joining as a teenager,"'Absolute genius' Cristiano Ronaldo used Man Utd as 'apprenticeship' claims ex-coach"
61a57a1a37971913d85159ff,"Cristiano Ronaldo was ranked eighth ahead of Liverpool's Mohamed Salah, much to the disappointment of rival fans","'Absolute joke': Cristiano Ronaldo beating Mohamed Salah at Ballon d'Or leaves rival fans fuming"
61a57a1a37971913d8515a01,"Cristiano Ronaldo was ranked eighth ahead of Liverpool's Mohamed Salah, much to the disappointment of rival fans","'Absolute joke': Cristiano Ronaldo beating Mohamed Salah at Ballon d'Or leaves rival fans fuming"
6156d0c2b720927ef7eaf71b,"Arsenal defender Takehiro Tomiyasu has the same mentality as Cristiano Ronaldo, according to his former sporting director, Andre Pinto.","'Amazing': Ex-director says Arsenal new boy has Cristiano Ronaldo's mentality"
61a7e55e37971913d85176a0,"Adu hit the headlines when he was signed by DC United at the age of 14, and it wasn't long before some of the biggest clubs in the world came calling.","'An amazing person': Former teenage wonderkid Freddy Adu reveals why he has 'so much respect' for Cristiano Ronaldo after having a trial at Manchester United when he was just 16"
620d4c8357e1c24cb29c3c76,"The England winger has fired back at claims that the Portuguese is forcing a schism at Old Trafford Marcus Rashford has rubbished claims of a split within the Manchester United squad over Cristiano Ronaldo's role within the dressing room, stating that ...","'Are we making it up as we go along?' - Rashford claps back at talk of Ronaldo-Man Utd split"
6174b2aae0cec75feb717958,Cristiano Ronaldo addressed his Manchester United teammates and told them that the performance was unacceptable.,"'Are You Not Ashamed?' Cristiano Ronaldo's Half-time Talk to Teammates in Atalanta Match"
615c16baf5a45c3ab0a59a5e,Former Chelsea player Chris Sutton has recently claimed that Mohamed Salah is currently better than Cristiano Ronaldo and Lionel Messi.,"'At This Moment In Time, He's Better Than Lionel Messi and Cristiano Ronaldo' - Chris Sutton on Mohamed Salah's Form"
615c16baf5a45c3ab0a59a5f,Former Chelsea player Chris Sutton has recently claimed that Mohamed Salah is currently better than Cristiano Ronaldo and Lionel Messi.,"'At This Moment In Time, He's Better Than Lionel Messi and Cristiano Ronaldo' - Chris Sutton on Mohamed Salah's Form"
615c16baf5a45c3ab0a59a60,Former Chelsea player Chris Sutton has recently claimed that Mohamed Salah is currently better than Cristiano Ronaldo and Lionel Messi.,"'At This Moment In Time, He's Better Than Lionel Messi and Cristiano Ronaldo' - Chris Sutton on Mohamed Salah's Form"
60cae20ee385e463739eee76,Football fans have pointed out that Cristiano Ronaldo was previously happy to endorse Coca-Cola. Read more here.,"'Awkward' photos resurface after Cristiano Ronaldo's $5.2b stunt"
612ee8554e8e6e79cc5b2198,<p>Cristiano Ronaldo is looking to the future at Manchester United after a nod to the most influential figure of his soccer past.</p>,"'Back where I belong': Cristiano Ronaldo completes return to Manchester United"
612ee8554e8e6e79cc5b2197,<p>Cristiano Ronaldo is looking to the future at Manchester United after a nod to the most influential figure of his soccer past.</p>,"'Back where I belong': Cristiano Ronaldo completes return to Manchester United"
61bc5459ce4dcd56aed2768c,A former Premier League player has revealed being headbutted by Cristiano Ronaldo was one of his career highlights.,"'Being Headbutted By Ronaldo Was A Career Highlight'"
6201c353f9cbf47433175029,"It’s very organised. How is your friendship with Sir Alex Ferguson? We used to talk a lot when I was the coach for Portugal, especially because of Cristiano Ronaldo. I used to call Cristiano a lot, so Ferguson used to talk to me about how he was doing at ...","'Big Phil' Scolari on his love for Ronaldo, trouble at Chelsea and why he turned down England"
61ae7ce8ea4b7a15013db8dc,The Portuguese star was in top form against Arsenal as he scored twice - once from the spot - to help Michael Carrick wrap up his caretaker spell in charge with a 3-2 win at Old Trafford.,"'Both never miss:' Cristiano Ronaldo's 801st goal goes viral as Manchester United fans laud Peter Drury's commentary for Amazon Prime as Portuguese star rattles home his ..."
60cc58e9e385e463739efa53,"When 'Jab We Met' star Kareena Kapoor Khan endorsed water before Cristiano Ronaldo did - It's an iconic scene from the Imtiaz Ali directed film 'Jab We Met' starring Kareena Kapoor Khan and Shahid Kapoor.","'Cola-shola sab apni jagah hai': When 'Jab We Met' star Kareena Kapoor Khan endorsed water before Cristiano Ronaldo did"
61b9793257ba7a2b67a7b845,"One player in Portugal has been earning comparisons to Manchester United's Cristiano Ronaldo so should the club make a move for him?","'Colombian Cristiano Ronaldo' could spark transfer race between Manchester United and Liverpool"
60cc2c35e385e463739ef711,"Ukraine star Andriy Yarlomenko has taken a different approach to football icon Cristiano Ronaldo and called for Coca-Cola to 'contact' him after a hilarious moment in the press conference. Quick fire first-half goals from Yarmolenko and Roman Yaremchuk earned Ukraine an entertaining 2-1 win over North Macedonia,","'Contact me': Star's hilarious act after Ronaldo's $5.2 billion Euro stunt"
60bc3e9499dcc858544f5425,"The Portuguese playmaker has become a talismanic presence at Old Trafford, as he follows in the footsteps of an iconic countryman","'Cristiano has had bad games' - Man Utd star Fernandes reveals how Ronaldo inspired him"
60bc3e9499dcc858544f5426,"Bruno Fernandes admits to taking inspiration from all areas of Cristiano Ronaldo's game, with the Manchester United midfielder following in illustrious footsteps at Old Trafford.","'Cristiano has had bad games' - Man Utd star Fernandes reveals how Ronaldo inspired him"
60bd7c5499dcc858544f5afe,"Bruno Fernandes admits to taking inspiration from all areas of Cristiano Ronaldo's game, with the Manchester United midfielder following in illustrious footsteps at Old Trafford. A fellow countryman started out on his path to superstardom with Premier ...","'Cristiano has had bad games' - Man Utd star Fernandes reveals how Ronaldo inspired him"
60d59854cc78dd4bb0d53237,"<p>Former West Ham United and current Austria striker, Marko Arnautovic has opened up on the two of the greatest players in the sport - Cristiano Ronaldo and Lione</p>","'Cristiano Ronaldo & Lionel Messi Come From a Different Planet' - Marko Arnautovic"
60d59854cc78dd4bb0d53236,"<p>Former West Ham United and current Austria striker, Marko Arnautovic has opened up on the two of the greatest players in the sport - Cristiano Ronaldo and Lione</p>","'Cristiano Ronaldo & Lionel Messi Come From a Different Planet' - Marko Arnautovic"
60f7ab49d841032be562edc5,"Sevilla star, Ivan Rakitic has revealed that footballing superstar, Cristiano Ronaldo had urged him to join Juventus in the summer of 2019, but the deal was scu","'Cristiano Ronaldo Asked Me to Join Juventus' - Ivan Rakitic"
61c789334b20cc36848978a4,Former Manchester United boss Sir Alex Ferguson made a comparison of both Cristiano Ronaldo and Lionel Messi back in 2015.,"'Cristiano Ronaldo could play for anyone and score a hat-trick' - Sir Alex Ferguson's old Lionel Messi comparison proves why he's a genius"
61c789334b20cc36848978a6,Former Manchester United boss Sir Alex Ferguson made a comparison of both Cristiano Ronaldo and Lionel Messi back in 2015.,"'Cristiano Ronaldo could play for anyone and score a hat-trick' - Sir Alex Ferguson's old Lionel Messi comparison proves why he's a genius"
61a4991f0743f57f6de64b36,"Chelsea defender, Thiago Silva has given his view on the age old debate on who is tougher to face between footballing icons, Lionel Messi and Cristiano Ronaldo","'Cristiano Ronaldo easier to defend than Lionel Messi,' Claims Thiago Silva"
61a4991f0743f57f6de64b38,"Chelsea defender, Thiago Silva has given his view on the age old debate on who is tougher to face between footballing icons, Lionel Messi and Cristiano Ronaldo","'Cristiano Ronaldo easier to defend than Lionel Messi,' Claims Thiago Silva"
615eb9b3f5a45c3ab0a5b3f2,"Manchester United left-back, Luke Shaw has opened up on the arrival of Portugal icon, Cristiano Ronaldo - revealing that the striker has already had a positive","'Cristiano Ronaldo has already impacted the mentality at Man United' - Luke Shaw"
6098055fcbb3cc0d80f734dc,"AC Milan defender, Simon Kjaer has lavished praise on Juventus superstar, Cristiano Ronaldo, stating that the striker has always ""been a champion"" and ""lives fo","'Cristiano Ronaldo Has Always Been a Champion and Lives for Goals,' Claims AC Milan Star Simon Kjaer"
6170f68e20dd6d41120cc273,"Manchester United manager, Ole Gunnar Solskjaer believes that footballing superstar, Cristiano Ronaldo has answered his critics following his match-winning goal","'Cristiano Ronaldo has answered his critics,' claims Solskjaer following United's 3-2 win over Atalanta"
60f1086cbfddac05e4a2ad5f,<p>Real Madrid president Florentino Perez has been embroiled in a growing controversy involving leaked audio clips that allegedly have him saying disparaging comments about numerous club legends and former managers.</p>,"'Cristiano Ronaldo is an idiot' says Real Madrid president in new leaked audio"
616fa51b20dd6d41120cb60e,"Former AS Roma and Real Madrid star, Antonio Cassano has made a huge claim regarding Manchester United superstar, Cristiano Ronaldo - revealing that the Portuga","'Cristiano Ronaldo is not among top 5 players of all-time' - Antonio Cassano"
6140ad1f5e7c065cda0d8917,"Manchester United icon, Gary Neville, has labeled Cristiano Ronaldo as ""the greatest player of all time"" stating reasons why he feels his one time teammate is better than rival, Lionel M","'Cristiano Ronaldo is the greatest player of all time' - Gary Neville reveals reasons for supporting the Manchester United star over Lionel Messi"
6140b6925e7c065cda0d8baa,"Manchester United icon, Gary Neville, has labeled Cristiano Ronaldo as ""the greatest player of all time"" stating reasons why he feels his one time teammate is better than rival, Lionel M","'Cristiano Ronaldo is the greatest player of all time' - Gary Neville reveals reasons for supporting the Manchester United star over Lionel Messi"
61d0c3d36956b17c279f84ed,Micah Richards has insisted Liverpool need to tie Mohamed Salah to a new contract and has predicted he will be even better in 2022,"'Cristiano Ronaldo levels now' - Micah Richards sends Liverpool Mohamed Salah contract message"
61d0c3d36956b17c279f84ef,Micah Richards has insisted Liverpool need to tie Mohamed Salah to a new contract and has predicted he will be even better in 2022,"'Cristiano Ronaldo levels now' - Micah Richards sends Liverpool Mohamed Salah contract message"
61554721b720927ef7eae7b0,"In Ronaldo's five games since returning to the club, he's scored five times. Published: 30th September 2021 08:58 AM | Last Updated: 30th September 2021 08:59 AM | A+ A A- MANCHESTER: Cristiano Ronaldo's record 178th Champions League game had been one of his quietest for 94 minutes until the ball broke kindly for him to break Villarreal hearts at Old Trafford on Wednesday.","'Cristiano Ronaldo only got one chance and, well, he's Cristiano': Villarreal's Juan Foyth"
60d94aa3b8e5fb1e5f4578cd,"Cristiano Ronaldo and co struggled to break down the Belgium backline as Roberto Martinez's side held firm to earn a clean sheet. And speaking in the ITV Sport studio after the game, Keane ripped into Felix when asked for his assessment of Portugal.","'Cristiano Ronaldo should be going for him!' - Keane blasts Joao Felix after Portugal exit"
6114eb9db70f086f6e621fc7,"<p>Fonte became a title winner last season after Lille produced a sublime campaign and wrestled the title away from PSG, despite their star-studded squad led by Neymar and Kylian Mbappe.</p>","'Cristiano Ronaldo should join Lille to battle Messi at PSG'"
6114eb9db70f086f6e621fc8,"<p>Fonte became a title winner last season after Lille produced a sublime campaign and wrestled the title away from PSG, despite their star-studded squad led by Neymar and Kylian Mbappe.</p>","'Cristiano Ronaldo should join Lille to battle Messi at PSG'"
611cc52e0b5ea875a5033d50,"Former Manchester United and current Orlando City star, Nani has opened up on the future plans of his great fellow countryman, Cristiano Ronaldo - revealing tha","'Cristiano Ronaldo Told me he Will Probably End up Playing in America' - Nani"
61cbee1cf03e4e2ede15515a,"Juventus star, Federico Chiesa has hailed former Bianconeri team-mate and footballing superstar, Cristiano Ronaldo calling him one of the greatest champions in","'Cristiano Ronaldo was an inspiration for me,' claims Federico Chiesa"
6195e08fb1a56234428fcbe2,"Former Juventus midfielder, Claudio Marchisio has opened up on footballing superstar, Cristiano Ronaldo's spell at Turin - coming to the defence of the five-tim","'Cristiano Ronaldo was never a problem at Juventus' - Claudio Marchisio defends the superstar"
609deadecbb3cc0d80f775f5,"Cristiano Ronaldo is poised to make a sensational return to Sporting CP in the summer. Recent reports say that the five-time Ballon d'Or winner wants to make an emotional return to his boyhood club, finishing his career by spending his final two years back home.","'Cristiano Ronaldo Will Play At Sporting CP Next Year'"
60e953aeadeaa7780de02809,The 36-year-old forward has just one year left on his current deal in Turin and has been linked with a summer move to Manchester United and Paris Saint-Germain.,"'Cristiano Ronaldo will still be with us at Juventus next season', claims team-mate Danilo"
61a30f490743f57f6de639e7,"Pascal Ferre, the editor-in-chief of France Football, the publication that gives out the Ballon d'Or award has revealed that Portugal icon, Cristiano Ronaldo's","'Cristiano Ronaldo's only ambition is to retire with more Ballon d'Or awards than Messi' - France Football boss"
61a347850743f57f6de63a80,"Pascal Ferre, the editor-in-chief of France Football, the publication that gives out the Ballon d'Or award has revealed that Portugal icon, Cristiano Ronaldo's","'Cristiano Ronaldo's only ambition is to retire with more Ballon d'Or awards than Messi' - France Football boss"
61a347880743f57f6de63b4f,"Lionel Messi is likely to win a record seventh Ballon d'Or on November 29th. The 2021/22 season hasn't been easy for the Paris Saint-Germain superstar, but there's no getting away from the fact that he's had an incredible year overall.","'Cristiano Ronaldo's only ambition is to retire with more Ballon d'Ors than Lionel Messi'"
61a347880743f57f6de63b50,"Lionel Messi is likely to win a record seventh Ballon d'Or on November 29th. The 2021/22 season hasn't been easy for the Paris Saint-Germain superstar, but there's no getting away from the fact that he's had an incredible year overall.","'Cristiano Ronaldo's only ambition is to retire with more Ballon d'Ors than Lionel Messi'"
6173d1bfe0cec75feb71456d,Click here for the full version or go back to LFC Live.net Gary Neville sees an ‘unusual’ similarity between Cristiano Ronaldo and Liverpool forward Mohamed Salah. Mohamed Salah is currently playing the best football of his career.,"'Cristiano was the first': Neville sees 'unusual' similarity between Liverpool star and Ronaldo"
60f4db1bd841032be562d942,"Posing next to his Rolls Royce, Ronaldo wrote 'Decision day' in an Instagram post that quickly earned seven million likes. Ronaldo has been enjoying some time off after Euro 2020.","'Decision day': Juventus superstar Cristiano Ronaldo posts cryptic Instagram message as he poses alongside his Rolls Royce... with talk continuing to mount over where ex ..."
60a0d1e1cbb3cc0d80f7891f,"De Ligt told Dutch newspaper De Volkskrant how much defending was an 'art form' in Italy, as well as discussing taking inspiration from star forward Cristiano Ronaldo and Gianluigi Buffon.","'Defending is an art form in Italy': Juventus centre-back Matthijs de Ligt opens up on learning from 'the master' Giorgio Chiellini and being inspired by Cristiano Ronaldo ..."
617b120604ab657dc8748148,London/IBNS: Manchester United and Portugal footballer Cristiano Ronaldo on Thursday took to Instagram to announce that he is expecting twins along with his partner Georgina Rodriguez.,"'Delighted to announce we are expecting twins': Cristiano Ronaldo posts image with partner Georgina"
